id,title,description,author,subject,publicationtype,publicationdateyear,issn,isbn,publisher,peerreviewed,language
EJ182528,Some Psychological Consequences of Integration,"The major hypothesis of this study, that the long term effect of integration would not be a negative influence on the psychological well-being of the black student, is supported by the results. (Author)","Travis\, Cheryl B.,Anthony\, Sharon E.","Adjustment (to Environment),Black Students,Comparative Analysis,Desegregation Effects,School Desegregation,Secondary Education,White Students",,1978,,,,T,
EJ182529,Criterion-Referenced Testing: Usages in Some Member Systems of the Council of Great City Schools,"This survey indicated that participating school systems used criterion-referenced tests in their systems, but generally on a voluntary basis and in limited subject areas. (Author/AM)","Crew\, John L.\, Sr.,Whitney\, Edward N.","Criterion Referenced Tests,Educational Practices,Elementary Secondary Education,Questionnaires,School Districts,School Surveys,Test Reliability",,1978,,,,T,
EJ182530,A Psycholinguistic Approach to Training Urban High School Students in Test-Taking Strategies,This study hypothesized that test taking strategies for reading comprehension tests can be taught by classroom instruction and that the knowledge gained would enable a test wise student to obtain a higher score on a standardized test than an equally knowledgeable student who lacks test sophistication. (Author/AM),"McPhail\, Irving P.","Black Students,Grade 12,High School Students,Psycholinguistics,Puerto Ricans,Secondary Education,Test Wiseness,Tests",,1978,,,,T,
EJ182531,A Philosophy of Black Education,The objectives of this article are to point out some necessary components of a black philosophy of education that adhere to a black vector referent and to stress the importance that each black child be instructed to filter reality through certain psychological referents that embrace group interests. (Author/AM),"Williams\, Louis N.,El-Khawas\, Mohamed","Black Education,Black Influences,Blacks,Educational Needs,Educational Philosophy,Educational Practices,Ethnicity,Identification (Psychology)",,1978,,,,T,
EJ182532,The Teacher's Dilemma in Facilitating the Black Experience,"Unless a statement of criteria is developed to eliminate ethnic and cultural bias in materials and appropriate retraining is implemented by schools and colleges at the policy-making level, materials that alienate students and reinforce racist attitudes will continue to be used. (Author)","Colquit\, Jesse L.","Bias,Black Education,Black Students,Change Strategies,Educational Improvement,Educational Problems,Instructional Materials,Material Development,Racism,Teacher Role",,1978,,,,T,
EJ182533,Usefulness of Piagetian Theory in a Preschool Program for Black Children,The application of Piagetian theory to preschool education of black children will insure the presence of classroom teachers who are sensitive to the needs of black children and will strive for curriculum relevance. (Author/AM),"Parker\, Robin N.","Black Education,Child Psychology,Models,Preschool Children,Preschool Education,Student Needs,Theories",,1978,,,,T,
EJ176711,Litigation and Education of Blacks: Another Look at the U.S. Supreme Court,"Historically, the Federal courts have played a decisive role in school desegregation; but this issue appears to be stalemated as the courts retreat from their strong position of the late 1960's. (Author/AM)","Aldridge\, Delores P.","Black Education,Court Litigation,Court Role,History,School Desegregation,Supreme Court Litigation,Supreme Courts",,1978,,,,T,
EJ176703,Ironies of School Desegregation. Part 1: How We Got Here,This comprehensive review of school desegregation discusses the roots of the problem and provides a perspective for the future. (AM),"Jones\, Faustine C.","Black Education,Desegregation Effects,Desegregation Litigation,Futures (of Society),History,Policy Formation,Public Schools,School Desegregation,State of the Art Reviews",,1978,,,,T,
EJ176704,Implementation of Desegregation as a Discriminatory Process,Discusses some of the deleterious results that school desegregation has had for Black children. (Author/AM),"Arnez\, Nancy L.","Black Education,Black Teachers,Desegregation Effects,Desegregation Methods,Failure,Racism,School Desegregation,Suspension,Teacher Dismissal",,1978,,,,T,
EJ176705,School Desegregation in Retrospect and Prospect,"Concludes that as integrated schooling has never really been tried on a large scale and desegregated schooling has failed miserably, integrated schooling as an operational concept deserves the attention of education planners. (Author/AM)","Jones\, Leon","Desegregation Effects,Desegregation Litigation,Desegregation Plans,Equal Education,Futures (of Society),Government Role,History,School Desegregation",,1978,,,,T,
EJ176706,Educational Research and Desegregation: Significance for the Black Community,"Desegregation research fails to show gains for Blacks in either school achievement or employment. For desegregation to work, a multimodal, multilingual, multicultural educational model must be designed free from culturally biased norms. (Author/AM)","Sizemore\, Barbara A.","Bias,Black Community,Black Students,Educational Research,Racism,Research Utilization,School Desegregation,Standardized Tests",,1978,,,,T,
EJ176707,An Essay on the Proper Relation Between Testing and School Desegregation: A Non-Technical Opinion,"The place of testing in education is discussed. It is concluded that tests should be used as the supplements they are intended to be, and they should be used after thorough examination of their suitability has been made by test and education experts. (Author)","Asbury\, Charles A.","Minority Groups,School Desegregation,Test Bias,Test Interpretation,Test Reliability,Test Results,Test Validity,Testing Problems",,1978,,,,T,
EJ176708,School Desegregation--The Non-Traditional Sociological Perspective,"The &quot;freedom of choice&quot; strategy is discussed as an alternative to the cultural deficit orientation that underlies current school desegregation strategies, since the latter are failing to make any educational difference for Black children. (Author/AM)","Sampson\, William A.,Williams\, Ben","Beliefs,Black Influences,Desegregation Effects,Desegregation Methods,Racial Balance,School Desegregation,Social Science Research,Sociology",,1978,,,,T,
EJ176709,What Have We Been Doing? (Black School Psychologists and the Desegregation Issue),"Notes that school psychologists, in particular, have been relatively uninvolved in desegregation. Many have avoided their responsibility to study the sociological and psychological backgrounds of black students. (Author/AM)","Gerken\, Kathryn Clark","Participation,Racism,Research Utilization,School Desegregation,School Psychologists,Student Needs",,1978,,,,T,
EJ176710,The Effects of the Brown Decision on Black Educators,"Suggests that the displacement of black educators has social implications that are worthy of national attention. For example, their absence from rural and urban classrooms is a sociological and economic shock. (Author/AM)","Haney\, James E.","Black Influences,Black Teachers,Desegregation Effects,Desegregation Litigation,School Desegregation",,1978,,,,T,
EJ147389,Guest Editorial: Black Colleges--Bicentennial Offers Little Hope,"Argues that as the black college enters the third century, like black people, it must face several critical issues. First, Federal legislation has failed in the past to make the dream for equal opportunity a reality. Second, the resolution of many deeply rooted social problems both in and out of education is distant. And third, racism is still prevalent in the minds of legislators and regents. (Author/JM)","Simms\, William E.","Black Colleges,Black Education,Civil Rights,Constitutional History,Educational History,Educational Opportunities,Higher Education,Public Policy,School Desegregation,Supreme Court Litigation",,1976,,,,T,
EJ147390,Paul Robeson: His Dreams Know No Frontiers,"Argues that Paul Robeson's death marked the passing of perhaps the most important American cultural and political figure in the twentieth century; and that he was a man whose versatility has been unparalleled in American history as scholar, linguistic, actor, singer, athlete, humanitarian, and whose striving for excellence in every undertaking was embroidered by a deep humility. (Author/JM)","Lynch\, Acklyn R.","Activism,Artists,Biographies,Black Culture,Black Leadership,Change Agents,Folk Culture,Music,Social Action",,1976,,,,T,
EJ147391,Deep are the Roots: Bussing in Boston,"Focuses on four topics: (1) the Irish stronghold of South Boston; (2) the role of the Boston School Committee in the lack of enforcement of pro-integration legislation; (3) four types of by-products of the bussing issue--political implications, violence, the changed meaning of bussing, and parental fears; and (4) the implementation of Boston's two phase Desegregation plan. (JM)","Hornburger\, Jane M.","Board of Education Role,Desegregation Litigation,Desegregation Methods,Desegregation Plans,Political Issues,Racial Relations,School Community Relationship,School Desegregation,Student Transportation,Urban Schools",,1976,,,,T,
EJ147392,"The Exportation of American Higher Education to West Africa: Liberia College, 1850-1900","Noting that Liberia College, although not operating until 1862, happens to have been the first American collegiate institution proposed specifically for the higher education of blacks, this article discusses what the first degree granting college in West Africa was, and how it could have been generated or sustained by a Liberian population of between five and six thousand, only one-fourth of which was literate. (Author/JM)","Livingston\, Thomas W.","African History,Agency Role,Black Colleges,Black Education,Educational History,Higher Education,Private Agencies,Religious Factors",,1976,,,,T,
EJ147393,"Local Community Efforts in the Development of Secondary Grammar School Education in the Western State of Nigeria, 1925-1955","Examines the roles of the various local communities in the development of secondary grammar school education in the western State of Nigeria during the period 1925-1955 noting that many scholars and writers have unduly exaggerated the roles of the various missionary bodies in the development of formal education in the country, forgetting that in some sense mission schools are, indeed, community schools. (Author/JM)","Adeyinka\, A. Ade","African History,Agency Role,Community Role,Community Schools,Educational Development,Educational History,Private Agencies,Religious Organizations,School Community Relationship,Secondary Schools",,1976,,,,T,
EJ147394,Problems of Education in Dahomey--A Nigerian View,"Begins with a discussion of Dahomey as a country with emphasis on its current educational development and its problems of education. Comparisons are made with those of Nigeria where necessary, contrasting French and British policies. Finally, some of the useful developments in the Dahomean educational experience which could be of use to Nigeria and other Commonwealth countries are enumerated. (Author/JM)","Adejunmobi\, S. A.","Economic Factors,Educational Development,Educational Needs,Educational Policy,Educational Problems,Evaluation,Evaluation Criteria,Language Planning,Public Policy,School Organization",,1976,,,,T,
EJ147395,The Importance of Accreditation: Perceptions of Black and White College Presidents,"Discusses a study which sought to determine both the extent to which there was a difference between the perception of regional accreditation by chief administrators of traditionally black and white colleges in the same region, and the extent to which there was a difference in the perception of the importance of regional accreditation by chief administrators of traditionally black and white colleges in the same region. (Author/JM)","Asgill\, Amanda","Accreditation (Institutions),Administrator Attitudes,Administrators,Black Colleges,College Administration,Colleges,Perception,Racial Differences,Surveys",,1976,,,,T,
EJ147396,Success Expectations and Preferences for Individual and Collaborative Learning Among Black and White College Students,"Rather than examining the relative effectiveness of various socially organized learning situations, this study addresses students' beliefs about the effectiveness of such learning environments for them as individuals, as well as their preferences, finding that while whites see little advantage to be gained by working peer group settings, blacks perceive substantial advantages to such an approach. (Author/JM)","Tucker\, M. Belinda,Yates\, J. Frank","College Students,Decision Making,Expectation,Individualism,Peer Groups,Problem Solving,Racial Differences,Social Values,Student Attitudes,Success",,1976,,,,T,
EJ147397,The Effects of Empathy Training on Staff Members of a Community Based Vocational Development Program for Black Students,"The project reported on in this paper involved the implementation of systematic interpersonal skills training in empathy for the staff members of a community based, vocational development program developed to promote the career development of black youth. The design was to raise 12 black staff members level of skill functioning to an adequate level in order to effectively work with black youth. (Author/JM)","Banks\, George P.","Blacks,Career Development,Community Programs,Empathy,Interpersonal Competence,Interviews,Nontraditional Education,Program Evaluation,Sensitivity Training,Staff Development",,1976,,,,T,
EJ147405,The Minority Experience at a Predominantly White University--A Report of a 1972 Survey at the University of North Carolina at Chapel Hill,"The results of a comprehensive questionnaire survey of all phases of black student life at a large predominantly white southern university, the University of North Carolina At Chapel Hill (UNC) in 1972, indicate that direct forms of discrimination as well as open discord between racial groups are essentially absent at UNC, although black students are generally disenchanted with their total experience on campus. (Author/JM)","Kleinbaum\, David G.,Kleinbaum\, Anna","Black Students,College Desegregation,College Students,Comparative Analysis,Minority Groups,Racial Differences,Racial Relations,Student Attitudes,Student Problems,Surveys",,1976,,,,T,
EJ147406,Black Intelligence Still on Trial,"Briefly reviews the content and impact of Arthur R. Jensen's 1969 Harvard Educational Review (HER) article How Much Can We Boost IQ and Scholastic Achievement, noting that ""the reaction stirred by this article"" in the subsequent issues of HER ""was sharp."" Among the critics were J. M. V. Hunt, Jerome Kagan, David Elkind, while Carl Bereiter, James F. Crow and Lee J. Cronbach had something to say for Jensen's position. (JM)","Miller\, M. Sammy","Blacks,Educational Research,Intelligence,Intelligence Differences,Literature Reviews,Nature Nurture Controversy,Psychological Studies,Racial Differences,Research Problems,Statistical Analysis",,1976,,,,T,
EJ147407,The Role of White Faculty on the Black Campus,"Presents a perspective on some of the various roles assumed by white faculty on the black college campus, arguing that in order to determine what role the white faculty member should play on the black college campus, the disparity in perceptions which exists between the black college and the white faculty member as to how this role should be played needs clarification. (Author/JM)","Warnat\, Winifred I.","Black Colleges,College Faculty,Culture Conflict,Role Conflict,Role Perception,Role Theory,Self Concept,Teacher Attitudes,Whites",,1976,,,,T,
EJ147408,The Work Ethic Among Black Secondary Students in the South--A Summary Report,"Over 1200 students in 22 north and central Georgia secondary schools were surveyed on the issue How do high school students, soon to enter the world of work (unless going to college immediately and postponing their entry) regard this future world of theirs? This report summarizes the responses of the 410 black respondents, 215 males and 195 females. (Author/JM)","Schab\, Fred","Black Students,High School Students,School Attitudes,Secondary School Students,Sex Differences,Statistical Data,Student Attitudes,Surveys,Work Attitudes",,1976,,,,T,
EJ147409,Mary McLeod Bethune--The Educator: Also Including a Selected Annotated Bibliography,"Mrs. Bethune served as the Director of the Division of Negro Affairs in the National Youth Administration under President Franklin D. Roosevelt, founded the National Council of Negro Women in 1935, served as president of the Association for the study of Negro Life and History, and was one of the greatest American educators who left an impact upon the American educational system. (Author/JM)","Leffall\, Delores C.,Sims\, Janet L.","Activism,Annotated Bibliographies,Biographies,Black Education,Black Leadership,Black Organizations,Educational Change,Educational History,United States History",,1976,,,,T,
EJ133730,"Segregation, Separatism and Sectarianism: Ohio Blacks and Wilberforce University's Effort to Obtain Federal Funds, 1891",Analyzes the struggle of a poor black institution of higher education to retain Federal Funds. Further complicating the struggle over the university's claim is the constitutional question of separation of church and state and sectarian loyalties and rivalries within the black community. (Author/AM),"Gerber\, David A.","Black Colleges,Black Community,Black Education,Church Related Colleges,Federal Aid,Financial Support,Higher Education,Racial Integration,Racial Segregation",,1976,,,,T,
EJ133731,Why Educational Research is of Limited Use to the Community,Suggests that educational research may have to settle for the role of information purveyor rather than that of a catalyst for change because education is so much intertwined with the political processes which permeate our national life. (Author/AM),"Asbury\, Charles A.","Accountability,Community Relations,Educational Assessment,Educational Needs,Educational Objectives,Educational Research,Relevance (Education),Research Methodology,Research Problems,Research Utilization",,1976,,,,T,
EJ133732,The Black MMPI Profile: Interpretive Problems,Suggests that when MMPI responses are secured from black samples and interpreted according to traditional actuarial or code book descriptions the questionnaire is capable of working against the welfare of man. (Author/AM),"Powell\, Lois","Blacks,Norm Referenced Tests,Personality Assessment,Personality Measures,Psychological Testing,Test Interpretation,Test Validity,Testing Problems",,1976,,,,T,
EJ133733,The Effect of Test Administration on Achievement Test Performance.,Suggest that the test performance of disadvantaged children can be influenced by the affective tome of the test administration as determined by the wording and content of the test instructions. (Author/AM),"Anderson\, Barbara E.,Flynn\, John T.","Achievement Tests,Affective Behavior,Educational Testing,Grade 7,Junior High Schools,Minority Group Children,Performance Factors,Testing Problems",,1976,,,,T,
EJ133734,Significant Trends in the Development of Ghanaian Education,"Provides a historical perspective to illustrate the early influence of colonial powers and religious education on Ghanaian education. Contemporary events during the Nkrumah period and the post coupe period are explored, with prime emphasis on the controversy over the inclusion of the vernacular. (Author/AM)","Martin\, Charles A.","Accountability,Colonialism,Educational Problems,Educational Trends,History,Language Usage,Religious Factors,Second Languages",,1976,,,,T,
EJ133735,A Profile of the 1972 Freshman Class at Howard University,"Profile includes sociological background, factors related to students' education, career plans and important objectives, political, social and educational views and attitudes. (Author/AM)","Stanfield\, James D.","Career Choice,College Freshmen,Educational Attitudes,Educational Background,Higher Education,Political Attitudes,Social Attitudes,Social Background,Student Characteristics",,1976,,,,T,
EJ133736,The Success of the EOP: A Refutation of the Immutability of Scholastic Achievement,"Suggests that not only can scholastic achievement be boosted to a significant degree, but that it can be boosted by those students whom most educators believe have the least chance for school improvement, namely, EOP students. (Author/AM)","Allen\, Bernadene V.","Academic Achievement,Achievement Tests,College Entrance Examinations,Educationally Disadvantaged,Performance Factors,Predictive Validity,Program Effectiveness,Standardized Tests,Test Validity",,1976,,,,T,
EJ133737,Research in Education: Methodological and Theoretical Considerations,"Suggests that in publishing educational research results, the minority researcher should seek outlets which have maximum impact on policy implementations and decision making in addition to seeking those outlets which have maximum impact in his community. (Author/AM)","Littleton\, Arthur C.","Educational Research,Educational Researchers,Methods Research,Minority Groups,Research Design,Research Methodology,Research Problems,Research Utilization,Theories",,1976,,,,T,
EJ133738,The Effect of Teacher Perception of Personality Factors on the Cognitive and Affective Learning of Black Students,"Three tentative conclusions are drawn: personality factors of black students are perceived differently by different groups in sample, styles of perception exist, and that if education is to be void of excessive conflicts, affective objectives must be dealt with. (Author/AM)","Scott\, Marvin B.","Affective Objectives,Black Students,Cognitive Objectives,Individual Characteristics,Learning Processes,Role Perception,Teacher Influence,Teacher Role",,1976,,,,T,
EJ133739,Planning and Pluralism: Some Dimensions of Intergroup Relations,"Ten dimensions of intergroup relations are postulated: identity consciousness, validating differences, advocacy-thinking, collaboration, coping with conflict, change orientation, risk-taking, directness with language, building personal credentials and creating adaptive structures. (Author/AM)","Larson\, Richard G.,Elliott\, Larry F.","Communication Skills,Cultural Awareness,Cultural Interrelationships,Cultural Pluralism,Educational Planning,Educational Strategies,Group Dynamics,Guidelines,Intergroup Relations,Racial Differences",,1976,,,,T,
EJ133688,Editorial Comment: Title I Program--Ten Years Later,"Suggests that evaluations of compensatory education programs must take into account the goals of the programs, amount and concentration of funding, obstacles surmounted in their implementation, length of affective and cognitive results, and avoid the cost/benefit approach to human beings. (Author/AM)","Jones\, Faustine C.","Compensatory Education,Cooperative Programs,Coordination,Federal Programs,Program Descriptions,Program Evaluation,Program Improvement",,1975,,,,T,
EJ133689,Effects of Follow Through on School Fearfulness Among Black Children,Results suggest some progress in formulating educational environments that reduce the level of school fearfulness among black children. Other studies should explore the differences in classroom atmosphere that nediate these encouraging results; i.e. patterns of pupil-teacher and pupil-pupil interaction. (Author/AM),"Rhine\, W. Ray,Spencer\, Leilani M.","Compensatory Education,Educational Environment,Elementary Education,Fear,Federal Programs,Minority Group Children,School Phobia",,1975,,,,T,
EJ133690,Free Schools and Self-Concept in Adolescents,"On all dimensions assessed, students enrolled in the alternative school program demonstrated a significantly better attitude toward school and significantly fewer behavioral problems within the school environment. (Author/AM)","Betts\, Frances M.\, III","Adolescents,Comparative Analysis,Disadvantaged Youth,Grade 12,High Schools,Nontraditional Education,Self Concept",,1975,,,,T,
EJ133691,The Federal Government as a Change Agent in Higher Education and a Black College's Response to that Role,Suggests that the government can be helpful in effecting change in higher education without being intrusive and issuing unreasonable controls or subjecting the college to bothersome surveillance. Government agents demonstrate a willingness to learn how to deal with a non-elite institution--a black college. (Author/AM),"Craig\, Argentine S.,Cooke\, Gwendolyn J.","Black Colleges,Change Agents,Federal Aid,Federal Programs,Inner City,Postsecondary Education",,1975,,,,T,
EJ133692,The Case for Black College Sponsorship of Head Start Programs,"Rationale for sponsorship is that black institutions have the exclusive rights to champion the cause of black education, and, consequently, should be most familiar with factors more germane to the education of blacks and, probably, certain other minority groups. (Author/AM)","Clark\, Vernon L.,Graham\, Frank P.","Accountability,Black Colleges,Black Education,Black Leadership,Black Students,College Role,Compensatory Education,Minority Group Children,Minority Group Influences",,1975,,,,T,
EJ133693,Catholic School Integration and Social Policy: A Case Study,"Notes that even though both black and white parents favor integration, and are concerned with quality education, the motivations operating here are probably different. (Author/AM)","Miller\, Steven I.,Kavanagh\, Jack","Case Studies,Catholic Schools,Catholics,Educational Policy,Females,High Schools,Parents,Policy Formation,Racial Integration,Rural to Urban Migration,School Desegregation,Secondary Education",,1975,,,,T,
EJ133694,Maturity Factors Related to Discrepant Achievement of White and Black First Graders,"Although there were significant maturity differences between races among discrepant achievers in work knowledge, reading and arithmetic, these differences did not occur for achievement levels in either of these domains. Maturity differences between achievement levels were only observed for reading achievement. (Author/AM)","Asbury\, Charles A.","Academic Achievement,Achievement Rating,Grade 1,Maturity (Individuals),Minority Group Children,Physical Development,Primary Education,Success,White Students",,1975,,,,T,
EJ133695,The Educational Contributions of Booker T. Washington,"In addition to its time-honored function of transmitting the heritage and of developing rational power, Washington believed that the school must also concern itself with character building, vocational training, civic and social competency. (Author/AM)","Gardner\, Booker T.","Black Education,Educational Philosophy,Educational Policy,Educational Practices,Educational Principles,Educational Resources,Educational Theories,Equal Education",,1975,,,,T,
EJ133696,Differences in Perceived Sources of Academic Difficulties: Black Students in Predominantly Black and Predominantly White Colleges,Students attending predominantly white colleges are more likely than those attending black colleges to see competition with other students and inadequate high school preparation as sources of academic difficulties. (Author/AM),"Jones\, J. Charles,And Others","Academic Failure,Black Colleges,Black Students,College Students,Failure,Learning Problems,Postsecondary Education,Role Perception,Student Problems,White Students",,1975,,,,T,
EJ133697,Differential Effects of Group Counseling With Black and White Female Delinquents: One Year Later,Results do not support the general concensus of earlier researchers that whites generally respond more favorably than blacks to counseling and psychotherapy. Study concludes that for the black females the long term effects of group counseling are substantially superior. (Author/AM),"Redfering\, David L.","Affective Behavior,Counseling Effectiveness,Delinquent Rehabilitation,Females,Group Counseling,Negative Attitudes,Psychotherapy,Racial Differences,Semantic Differential",,1975,,,,T,
EJ133698,A Pilot Study of Nigerian Pupils' Attitude Toward and Achievement in a Programmed Unit of Geography,"Results indicate that both programmed instruction and conventional text instruction could be effective in contributing significantly to the geography achievement of pupils, with programmed instruction being more effective in producing greater achievement in and more favorable attitudes towards map reading. (Author/AM)","Okunrotifa\, P. O.","Achievement Rating,Elementary Education,Geographic Concepts,Grade 8,Instructional Materials,Map Skills,Programed Instruction,Sex Differences,Teaching Methods",,1975,,,,T,
EJ133699,Black Power,"Provides explanations for how rioting, generally interpreted as an attempt to control one's reinforcements, comes to be manifested by external blacks. It is suggested that rioting or violent protest, though traditionally thought of as expressive behavior, comes to be seen as instrumental because it works. (Author/AM)","MacDonald\, A. P.\, Jr.","Antisocial Behavior,Black Attitudes,Black Power,Blacks,Individual Power,Locus of Control,Minority Groups,Self Concept,Violence",,1975,,,,T,
EJ135404,Education: Is Accommodation Enough,"Indicates the nature of the problem and provides an analysis of racist efforts, internationally and nationally, from the perspective of the past to the present, to cripple the creativity and vitality of black and other poor people. The thrust of the latter part of the paper focuses on Washington, D.C. (Author/AM)","Sizemore\, Barbara A.","Black Education,Black Leadership,Black Power,Educational Policy,Educational Problems,Equal Education,Policy Formation,Public Policy,Racial Discrimination,Urban Schools",,1975,,,,T,
EJ135405,Problems and Promises of Urban Public Schools,"Discusses racial integration, school finance, minority teachers and administrators, training urban school teachers and administrators, the politics of education, educational employee organizations, community control, Title 1, and educational research and evaluation. (AM)","Brown\, Frank","Black Education,Community Control,Educational Discrimination,Educational Finance,Educational Problems,Educational Research,Political Issues,Public Schools,Racial Integration,Urban Schools",,1975,,,,T,
EJ135406,"Educational Policy, Community Participation, and Race",Provides a critical analysis of community participation by black residents in urban education decision-making. The problem studied is that of social power: how the black community secures control of and then effectively manage community power. (Author/AM),"Phillips\, W. M.\, Jr.","Black Community,Black Education,Black Power,Community Involvement,Educational Policy,Organizational Development,Policy Formation,Racial Factors,Urban Schools",,1975,,,,T,
EJ135407,The Black Child and Equity in School Finance: Analysis and Alternatives,"Among the positions advocated here is that relevant educators demand the funding of a black dimension of all basic research that threatens to have a major impact on the black community, and in particular on school finance research. (Author/AM)","Singleton\, Robert","Black Education,Black Youth,Educational Finance,Educational Legislation,Equalization Aid,Financial Needs,Financial Policy,Financial Problems,Resource Allocation,Supreme Court Litigation",,1975,,,,T,
EJ135408,Educational Policy-Making: Implications for Urban Schools,"Among the ways that black educators can contribute to effective educational policy making is by becoming administrators in public school systems, and by becoming sources of expertise who can provide consultation to administrators, and by becoming members of policy making bodies such as school boards. (Author/AM)","Epps\, Edgar G.","Administrator Role,Black Education,Black Influences,Black Leadership,Black Teachers,Decision Making Skills,Educational Policy,Policy Formation,Problem Solving,Urban Schools",,1975,,,,T,
EJ135409,"Ethnicity, Social Class and Out-of-School Education Opportunities",Results suggest that SES is a greater determinant of participation in private and semi-private out-of-school educational opportunities than is ethnicity. For public area activities use was fairly similar except for the Asian American's reported greater use than the black Americans. Neither propinquity nor parental attitude is related to use. (Author/AM),"Reed\, Rodney J.","Academic Achievement,After School Programs,Black Education,Cultural Influences,Educational Opportunities,Ethnic Groups,Minority Group Children,Performance Factors,Socioeconomic Status,Success",,1975,,,,T,
EJ135410,Educational Planning in the Black Community: Basic Considerations,Describes the current setting in which black education generally takes place and suggests what unique factors must be considered and ultimately used as determinants for building new educational plans and curricula for black primary and/or secondary schools. (Author/AM),"Johnson\, Hymon T.","Black Education,Black Students,Community Influence,Cultural Context,Curriculum Development,Educational Finance,Educational Planning,Elementary Secondary Education,Urban Schools",,1975,,,,T,
EJ135411,Characteristics of Outstanding School Programs,"Among the findings are that most innovative school programs are ESEA funded, that most programs involved staff development, that special programs are most successful at the elementary and senior level, and that most programs are initiated by school administrators. (Author/AM)","Brown\, Frank,Dixon\, John","Case Studies,Demonstration Programs,Elementary Secondary Education,Federal Programs,Individual Characteristics,Minority Groups,Program Descriptions,Student Needs,Success,Urban Schools",,1975,,,,T,
EJ135412,Cultural Differences and the Education of Black Children: An Alternative Model for Program Development,"Suggests that effective programs of education for black children be founded upon accurate knowledge of the children's community of orientation. In order to create such programs, developers must be sensitive to the differences between the black community and other ethnic communities. (Author/AM)","Henderson\, Donald H.,Washington\, Alfonzo G.","Black Community,Black Culture,Black Education,Black Youth,Child Development,Cultural Differences,Nontraditional Education,Program Design,Program Development,Social Development",,1975,,,,T,
EJ135413,Some Characteristics of a Special Urban Educational Program,"Evaluates the achievement, intelligence, and personality characteristics of students in the Street Academy, whose basic goal is to provide educational and education related services to school drop-outs, to increase their employment potential. (Author/AM)","Powell\, Lois,And Others","Academic Achievement,Black Education,Dropout Programs,Program Evaluation,Psychological Characteristics,Special Programs,Student Characteristics,Urban Youth",,1975,,,,T,
EJ135414,Can An Open Space Middle School Meet the Educational Needs of Minority Youngsters?,"Notes that, although the open space design has not been problem free, satisfactory solutions have been found and the fears about the non feasibility of utilizing an open space program with minority youngsters has proven to be as ill-founded as the myth that black students cannot compete with whites successfully. (Author/AM)","Wilson\, Laval S.","Disadvantaged Youth,Educational Facilities Design,Educational Needs,Middle Schools,Minority Groups,School Space,Space Utilization,Student Needs",,1975,,,,T,
EJ135415,Assessment and Evaluation of Urban Schools,"Suggests that a useful way of viewing schools is that of the systems approach of looking at organizations. System analysis attempts to measure what resources are fed into a school, what happens to students while enrolled, and what educational benefit students receive from their stay in school. (Author/AM)","Brown\, Frank","Black Education,Disadvantaged Youth,Educational Assessment,Elementary Secondary Education,Evaluation Criteria,Evaluation Methods,Student Needs,Systems Analysis,Systems Approach,Urban Schools",,1975,,,,T,
EJ135416,"The Teacher as Innovator (A Report on Urban Teacher Corps, D.C. Public Schools)","The urban Teachers Corps has evolved into the Portal School Program, a vehicle for introducing innovative educational techniques which actually work with youngsters, into the mainstream of the school system. (Author/AM)","Daly\, Maxine E.","Public Schools,Student Needs,Teacher Education Programs,Teacher Role,Teaching Programs,Training Methods,Urban Teaching",,1975,,,,T,
EJ135417,The City as a Center of Learning,"Topics discussed are: what the city is, what a good urban school is not, and criteria of good urban schools. Approaches that maximize and utilize the city as a center for learning are given through an examination of five models of urban schools. (Author/AM)","Krumbein\, Eliezer","Learning Activities,Learning Laboratories,Models,Urban Areas,Urban Education,Urban Environment,Urban Schools,Urban Teaching,Urban Youth",,1975,,,,T,
EJ135418,Testing Black Students: Implications for Assessing Inner-City Schools,Reviews some of the specific issues that underlie the testing controversy and suggests that it has become increasingly difficult to separate the issue of testing from the realities of a political situation which leaves black children at the mercy of a unified white majority that is often indifferent to their educational welfare. (Author/AM),"Miller\, LaMar P.","Black Education,Black Students,Educational Testing,Evaluation Criteria,Inner City,Nature Nurture Controversy,School Desegregation,Testing Problems,Testing Programs,Urban Schools",,1975,,,,T,
EJ135419,The Urban School Administrator: A Black Perspective,"Suggests that superintendents of today must be tough, able to take criticism, aware of the conflict that surrounds the office, and be sensitive, perceptive, and humanistic. (Author/AM)","Townsel\, Charles W.,Banks\, Loubertha A.","Administrative Problems,Administrator Characteristics,Administrator Role,Black Education,Black Influences,Black Leadership,Educational Administration,School Administration,Superintendents,Urban Schools",,1975,,,,T,
EJ135420,Black Consciousness and Professionalism,Suggests that the advocated goals for reform and renewal which evolve from a spirit of black consciousness will remain in the rhetorical stage unless the professional expertise and social discipline are developed to effect the desired programmatic changes. (Author/AM),"Scott\, Hugh J.","Administrator Characteristics,Administrators,Black Attitudes,Black Leadership,Conflict Resolution,Educational Objectives,Professional Occupations,Role Conflict,School Administration,Self Concept",,1975,,,,T,
EJ140493,Guest Editorial: The Bicentennial and the Urban Condition-A Black Perspective,"In the development of the Bicentennial celebration as it relates to blacks in urban centers, this paper focuses on three salient areas: survival of urban centers; strategies for urban survival; and prospects for the future. (Author/AM)","Banks\, Samuel L.","Blacks,Change Strategies,Social Change,Urban Areas,Urban Culture,Urban Environment,Urban Population,Urban Problems,Urban Renewal",,1976,,,,T,
